"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"LeerlingenDeelnemersStudenten_1"
"159470928";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2008SJ00";"   14900"
"159470929";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2009SJ00";"   15201"
"159470930";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2010SJ00";"   18593"
"159470931";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2011SJ00";"   19479"
"159470932";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2012SJ00";"   20830"
"159470933";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2013SJ00";"   21909"
"159470934";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2014SJ00";"   23263"
"159470935";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2015SJ00";"   24742"
"159470936";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2016SJ00";"   27248"
"159470937";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2017SJ00";"   30078"
"159470938";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2018SJ00";"   33888"
"159470939";"4000   ";"10000";"A025297";"2012655";"NL01  ";"2019SJ00";"   36904"
"159485065";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2005SJ00";"   12454"
"159485066";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2006SJ00";"   13232"
"159485067";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2007SJ00";"   14004"
"159485068";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2008SJ00";"   14832"
"159485069";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2009SJ00";"   16103"
"159485070";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2010SJ00";"   17299"
"159485071";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2011SJ00";"   17734"
"159485072";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2012SJ00";"   17604"
"159485073";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2013SJ00";"   18385"
"159485074";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2014SJ00";"   18851"
"159485075";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2015SJ00";"   19647"
"159485076";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2016SJ00";"   20598"
"159485077";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2017SJ00";"   22201"
"159485078";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2018SJ00";"   24189"
"159485079";"4000   ";"10000";"A025297";"2012657";"NL01  ";"2019SJ00";"   26207"
